customer_id,segment,clv,acquisition_channel,region,acquisition_date
17325,Retail,199.87,Online,UK,2009-04-30
16018,Corporate,2523.71,Referral,EIRE,2009-05-03
14189,Retail,292.66,Referral,EIRE,2009-01-21
16004,corporate,9810.3,Online,UK,2009-12-14
15637,Retail,550.55,Online,UK,2009-08-22
16799,Retail,108.08,Direct Sales,UK,2009-02-19
15490,Retail,819.07,Referral,UK,2009-01-03
17036,retail,863.65,Online,UK,2009-12-05
15788,Retail,661.04,Online,UK,2009-08-18
17664,Corporate,13341.13,Direct Sales,France,2009-05-11
17677,Retail,1173.05,Trade Show,UK,2009-08-07
17800,Retail,653.91,Online,France,2009-02-23
15222,Retail,94.8,Direct Sales,UK,2009-10-23
15446,Corporate,6311.02,Referral,France,2009-08-28
17744,Wholesale,1395.75,Referral,UK,2009-04-05
12948,Retail,726.61,Referral,UK,2009-06-26
13718,corporate,2640.56,Online,,2009-02-02
14281,Retail,1112.85,Online,Germany,2009-02-20
12507,Wholesale,3534.08,Online,EIRE,2009-02-10
14836,Retail,1135.36,Direct Sales,,2009-06-04
14376,corporate,10200.02,Online,UK,2009-08-02
16930,Wholesale,3873.46,Online,UK,2009-09-29
15036,Retail,101.61,Online,Netherlands,2009-08-24
13923,Corporate,5710.27,Direct Sales,UK,2009-01-06
17639,Retail,350.92,Direct Sales,Netherlands,2009-10-10
14996,Retail,644.69,Referral,UK,2009-12-18
12759,Corporate,4832.59,Online,UK,2009-12-20
13539,Retail,1048.31,Online,France,2009-01-19
16848,Wholesale,2499.76,Referral,UK,2009-07-18
16270,Wholesale,866.52,Online,Other Europe,2009-03-29
17799,Corporate,6274.69,Direct Sales,EIRE,2009-11-12
17376,Corporate,8051.33,Direct Sales,Netherlands,2009-12-03
13312,Retail,270.21,Online,Germany,2009-01-26
17451,Corporate,12546.0,Online,EIRE,2009-10-18
13545,Retail,513.69,Online,UK,2009-05-03
17702,Corporate,6651.94,Online,EIRE,2009-05-31
16042,Retail,685.19,Referral,UK,2009-05-07
17589,corporate,5453.91,Online,UK,2009-01-07
13619,Retail,866.12,Online,France,2009-01-21
17630,Retail,866.42,Online,Germany,2009-08-13
12734,Corporate,,Online,UK,2009-09-05
13479,Corporate,3641.69,Direct Sales,Netherlands,2009-02-12
16195,Wholesale,2233.23,Referral,Other Europe,2009-07-12
14736,Retail,100.21,Online,EIRE,2009-12-15
14253,Wholesale,4569.64,Online,UK,2009-03-09
13218,Retail,1008.27,Direct Sales,UK,2009-08-18
17651,Retail,1095.36,Online,UK,2009-02-27
13418,Retail,324.93,Online,Germany,2009-07-22
14971,Corporate,4791.56,Direct Sales,UK,2009-04-30
17743,Corporate,10312.02,Referral,UK,2009-12-25
17329,Retail,101.75,Partner,UK,2009-09-21
14440,Corporate,2372.48,Trade Show,Netherlands,2009-01-21
15843,Retail,1043.87,Referral,UK,2009-12-14
15417,Retail,1147.01,Online,UK,2009-03-07
14844,Wholesale,2524.09,Partner,UK,2009-08-17
12409,Wholesale,1689.55,Online,UK,2009-09-25
12368,retail,1194.99,Online,Netherlands,2009-03-03
13714,Retail,252.87,Referral,UK,2009-01-14
13831,Retail,912.34,Direct Sales,Netherlands,2009-04-11
17873,Retail,1045.94,Online,UK,2009-03-31
12513,Retail,,Partner,,2009-10-02
15770,Retail,609.46,Direct Sales,Netherlands,2009-09-22
13039,Retail,392.3,Online,UK,2009-11-27
13435,RETAIL,327.55,Online,UK,2009-12-29
13469,Retail,371.0,Online,EIRE,2009-05-05
13391,Corporate,5422.2,Online,UK,2009-06-20
14889,Corporate,6674.06,Partner,UK,2009-11-30
15754,Corporate,7655.19,Online,Other Europe,2009-10-26
18223,corporate,,Online,UK,2009-03-07
14350,Wholesale,4774.79,Direct Sales,UK,2009-09-11
15350,RETAIL,85.85,Online,Netherlands,2009-03-15
15465,retail,702.5,Referral,UK,2009-03-01
16972,Retail,755.15,Referral,Germany,2009-07-05
17662,Wholesale,829.33,Direct Sales,UK,2009-04-17
15977,Corporate,7988.9,Online,UK,2009-07-08
12861,Retail,133.83,Direct Sales,UK,2009-02-17
14010,Retail,886.24,Online,Other Europe,2009-02-13
14536,Corporate,13666.45,Online,UK,2009-02-19
18261,Corporate,12095.89,Online,Germany,2009-09-30
17313,Retail,108.48,Referral,UK,2009-06-23
17919,Retail,656.41,Online,UK,2009-05-23
16031,Retail,1059.11,Referral,UK,2009-05-13
13183,Wholesale,2912.08,Online,France,2009-09-14
15028,corporate,14225.16,Online,UK,2009-03-21
13743,Wholesale,4503.79,Online,UK,2009-11-20
12620,Retail,960.76,Partner,UK,2009-08-12
15937,Corporate,11781.23,Online,Other Europe,2009-01-25
18104,Wholesale,2203.37,Online,UK,2009-05-14
12946,Corporate,6726.95,Partner,UK,2009-06-04
13947,Retail,981.13,Online,UK,2009-08-19
14712,Retail,916.31,Direct Sales,UK,2009-03-10
14816,Wholesale,,Direct Sales,Germany,2009-03-18
12748,Wholesale,,Direct Sales,UK,2009-11-01
12518,corporate,6300.31,Trade Show,UK,2009-12-10
12719,Wholesale,4016.29,Referral,UK,2009-08-22
15369,Corporate,7753.51,Referral,UK,2009-02-18
14923,Corporate,13172.65,Online,UK,2009-08-08
13864,Retail,594.2,Direct Sales,,2009-09-11
15870,Retail,655.58,Trade Show,UK,2009-06-02
18001,Corporate,5486.27,Referral,Netherlands,2009-04-01
13514,Retail,743.7,Online,UK,2009-09-29
13067,Retail,1007.94,Online,Germany,2009-09-03
16889,Retail,1022.34,Referral,UK,2009-05-30
14603,Retail,552.29,Referral,Germany,2009-09-25
13359,Retail,1035.24,Online,Other Europe,2009-12-06
17049,Retail,1157.14,Direct Sales,France,2009-06-29
12390,Retail,428.83,Online,UK,2009-05-03
14180,Wholesale,3461.89,Referral,UK,2009-06-18
13859,Retail,1089.73,Direct Sales,Other Europe,2009-02-23
16954,Retail,,Online,UK,2009-07-09
14639,Retail,194.49,Referral,UK,2009-10-27
14318,Retail,331.42,Trade Show,UK,2009-06-10
15685,Wholesale,3195.31,Direct Sales,Germany,2009-07-07
14616,Wholesale,3978.51,Direct Sales,UK,2009-03-08
14807,Retail,458.58,Direct Sales,UK,2009-10-19
15134,Retail,253.18,Direct Sales,France,2009-07-10
14268,Retail,485.1,Referral,Germany,2009-06-17
16448,retail,1069.86,Referral,France,2009-02-13
17161,Retail,,Online,,2009-08-24
15866,retail,,Trade Show,UK,2009-04-14
14635,Corporate,13751.39,Direct Sales,Other Europe,2009-02-20
12746,Retail,213.94,Direct Sales,Germany,2009-03-15
18109,Retail,132.69,Partner,UK,2009-11-14
16189,Retail,50.06,Online,UK,2009-01-18
17193,Corporate,,Partner,Other Europe,2009-06-29
15608,Retail,1128.18,Online,UK,2009-05-07
15040,Retail,1129.21,Online,UK,2009-03-26
14090,Wholesale,4411.39,Trade Show,Germany,2009-03-23
15728,Retail,319.17,Trade Show,UK,2009-08-31
17205,Retail,136.72,Direct Sales,UK,2009-10-10
15562,Retail,408.87,Online,UK,2009-01-09
14369,Wholesale,4803.89,Referral,EIRE,2009-03-05
15270,RETAIL,616.9,Online,UK,2009-08-27
13045,Retail,71.11,Online,Netherlands,2009-04-16
16042,Retail,685.19,Referral,UK,2009-05-07
15981,Retail,578.5,Partner,UK,2009-03-19
18126,Wholesale,2062.75,Online,UK,2009-01-21
16538,Retail,967.03,Partner,,2009-12-23
13162,Retail,326.34,Trade Show,UK,2009-02-28
17039,Wholesale,1064.21,Referral,Germany,2009-05-22
15109,retail,946.79,Referral,UK,2009-05-24
14514,Retail,397.84,Partner,UK,2009-11-24
17906,Corporate,,Trade Show,UK,2009-08-21
16219,Wholesale,1674.57,Online,UK,2009-06-29
15743,Retail,444.5,Direct Sales,Netherlands,2009-06-16
17052,RETAIL,897.81,Online,Germany,2009-05-27
17792,Retail,1136.89,Direct Sales,UK,2009-02-21
14170,Retail,1062.75,Referral,UK,2009-11-27
16444,Retail,175.9,Trade Show,UK,2009-11-29
13663,Corporate,2227.48,Direct Sales,UK,2009-08-09
14130,Retail,317.06,Online,UK,2009-09-27
13377,Retail,1037.39,Referral,France,2009-11-24
14744,Retail,657.4,Direct Sales,UK,2009-09-19
17485,Retail,671.34,Online,,2009-08-21
16599,Wholesale,4185.61,Online,EIRE,2009-11-05
13362,Wholesale,3889.19,Online,France,2009-03-27
16547,corporate,11631.48,Trade Show,UK,2009-04-24
13734,Retail,656.06,Partner,UK,2009-04-05
16963,Wholesale,,Partner,UK,2009-08-09
17037,Corporate,4238.53,Trade Show,UK,2009-06-21
12408,Corporate,9615.12,Direct Sales,UK,2009-07-08
13247,Retail,706.15,Online,Germany,2009-12-06
16048,Corporate,6167.38,Referral,UK,2009-11-05
12897,Wholesale,1175.23,Partner,Netherlands,2009-03-08
13881,Retail,909.65,Online,UK,2009-01-17
15319,Corporate,12080.32,Online,UK,2009-07-07
14097,Retail,171.5,Online,UK,2009-04-08
15210,Wholesale,3117.09,Online,France,2009-09-10
14916,Retail,632.06,Trade Show,UK,2009-07-14
14914,Corporate,8062.87,Partner,UK,2009-04-15
14055,Corporate,13198.79,Partner,,2009-12-14
14693,Retail,763.0,Online,UK,2009-12-30
12875,Wholesale,1008.34,Online,,2009-07-28
17003,Retail,1064.81,Partner,Netherlands,2009-01-05
14935,Corporate,10148.83,Direct Sales,Germany,2009-11-29
16277,Retail,,Online,UK,2009-07-30
14460,Retail,1102.25,Online,UK,2009-12-31
15885,Retail,691.9,Online,UK,2009-01-13
16556,retail,894.52,Direct Sales,Other Europe,2009-02-07
14651,Retail,774.52,Partner,UK,2009-03-11
15164,Corporate,,Referral,Germany,2009-12-24
12580,Corporate,11378.84,Direct Sales,UK,2009-02-19
15556,Retail,379.11,Online,UK,2009-11-28
14060,Corporate,2365.58,Direct Sales,Germany,2009-06-27
17492,Corporate,5794.27,Online,France,2009-08-29
15729,Retail,523.63,Referral,UK,2009-09-14
18166,Retail,765.93,Online,EIRE,2009-04-17
16061,Retail,506.88,Referral,EIRE,2009-11-27
12394,Retail,410.24,Referral,UK,2009-07-26
14315,Wholesale,1220.65,Online,Germany,2009-11-07
14733,Corporate,10994.23,Trade Show,France,2009-11-29
16116,Retail,644.03,Partner,UK,2009-04-03
15852,RETAIL,,Online,UK,2009-07-13
14431,Retail,263.64,Partner,UK,2009-07-17
16502,RETAIL,628.7,Referral,Germany,2009-06-16
18208,Retail,1022.13,Online,France,2009-10-23
15782,corporate,4135.73,Online,EIRE,2009-03-02
17994,Corporate,2938.77,Direct Sales,UK,2009-03-13
15049,Corporate,13352.31,Trade Show,UK,2009-08-25
14412,Retail,1107.85,Direct Sales,,2009-01-29
16237,corporate,10978.0,Online,,2009-05-22
14041,Corporate,5278.63,Online,UK,2009-10-03
15218,Wholesale,1036.14,Direct Sales,EIRE,2009-02-01
14018,Retail,1009.63,Partner,UK,2009-09-01
14998,Retail,610.48,Referral,,2009-05-13
13760,Corporate,2235.05,Trade Show,,2009-01-19
13409,Retail,522.8,Direct Sales,UK,2009-12-01
17362,Retail,986.54,Online,UK,2009-10-30
13967,Retail,,Direct Sales,Netherlands,2009-06-15
17433,Corporate,10348.73,Online,UK,2009-12-16
14014,Corporate,4039.73,Direct Sales,UK,2009-08-04
14621,Wholesale,3872.24,Online,Germany,2009-06-29
17546,Wholesale,2391.61,Online,UK,2009-12-18
18129,Corporate,2265.22,Online,UK,2009-05-14
17218,Corporate,11851.1,Referral,France,2009-10-04
15313,Retail,,Online,Germany,2009-01-01
13577,Corporate,2613.56,Online,EIRE,2009-09-17
15799,Retail,915.27,Online,UK,2009-02-14
15463,Retail,508.28,Direct Sales,UK,2009-04-09
14840,Retail,427.49,Direct Sales,UK,2009-10-03
12573,Retail,673.02,Online,Germany,2009-02-22
15097,Retail,573.79,Referral,,2009-12-09
14578,Corporate,10291.69,Partner,UK,2009-11-08
17897,Corporate,8883.94,Trade Show,Germany,2009-04-27
16998,Retail,455.16,Direct Sales,UK,2009-05-22
18181,Wholesale,2084.12,Partner,UK,2009-12-24
16984,Wholesale,2702.11,Trade Show,EIRE,2009-06-05
15749,Wholesale,3279.79,Trade Show,EIRE,2009-01-19
15699,Wholesale,2712.34,Referral,UK,2009-04-08
13411,Retail,640.2,Referral,UK,2009-08-28
13937,corporate,7375.05,Online,UK,2009-07-19
17258,Wholesale,2148.19,Direct Sales,UK,2009-02-01
17529,Corporate,9766.58,Referral,UK,2009-09-20
18284,retail,208.98,Trade Show,Germany,2009-09-22
16371,corporate,4089.27,Online,UK,2009-02-09
15721,Retail,661.79,Online,UK,2009-03-16
15718,Wholesale,1489.07,Direct Sales,Other Europe,2009-12-02
17849,Retail,1159.01,Partner,UK,2009-09-18
12623,Retail,1095.98,Online,UK,2009-11-16
13189,Corporate,13992.49,Online,Germany,2009-06-28
15979,Retail,732.52,Direct Sales,EIRE,2009-04-19
12404,Wholesale,3524.47,Online,UK,2009-03-10
16961,retail,961.02,Online,UK,2009-06-18
17285,Corporate,7344.47,Referral,UK,2009-08-06
14810,Retail,325.09,Partner,Germany,2009-11-10
14939,Corporate,11334.89,Online,France,2009-05-25
17602,Corporate,3290.09,Online,Germany,2009-10-25
13020,Corporate,11013.91,Referral,UK,2009-11-19
13208,Corporate,13252.31,Direct Sales,UK,2009-08-05
13244,Retail,458.4,Trade Show,UK,2009-01-16
16385,Retail,69.17,Online,UK,2009-03-02
14886,Wholesale,3617.14,Referral,UK,2009-10-23
16749,retail,535.52,Online,UK,2009-10-12
15708,Corporate,12785.37,Online,France,2009-01-07
13406,Retail,1195.66,Referral,UK,2009-04-22
17493,Retail,448.44,Online,UK,2009-10-15
12765,RETAIL,,Online,Germany,2009-10-07
16177,Corporate,4425.67,Online,EIRE,2009-11-30
12670,Retail,443.38,Trade Show,UK,2009-12-20
17634,Wholesale,3880.29,Referral,Germany,2009-10-26
17698,Retail,525.17,Online,Netherlands,2009-11-10
14660,Retail,424.77,Referral,EIRE,2009-04-29
15206,Retail,1150.34,Direct Sales,UK,2009-11-19
17995,Retail,,Online,France,2009-09-26
12541,Retail,725.86,Online,EIRE,2009-12-29
12705,Retail,898.64,Trade Show,UK,2009-11-22
14626,Retail,1100.0,Online,France,2009-07-30
12906,Corporate,6773.26,Direct Sales,EIRE,2009-03-21
14826,Retail,1132.14,Online,UK,2009-10-16
16391,retail,851.56,Online,France,2009-08-25
17825,Corporate,2697.25,Referral,UK,2009-11-07
15495,Retail,1172.49,Referral,Netherlands,2009-04-20
13517,Retail,1123.08,Online,UK,2009-09-02
16135,Corporate,14589.45,Direct Sales,France,2009-09-27
13297,Retail,1123.47,Partner,EIRE,2009-06-13
12842,Corporate,7202.76,Referral,Netherlands,2009-10-19
18051,Retail,890.5,Referral,Germany,2009-12-10
18102,Corporate,,Online,Germany,2009-07-20
13862,Retail,643.68,Direct Sales,Germany,2009-03-17
16436,retail,1147.75,Partner,France,2009-10-29
18087,Retail,110.68,Online,UK,2009-06-14
12956,retail,531.5,Referral,UK,2009-02-05
15661,retail,,Trade Show,UK,2009-03-01
16355,Corporate,13275.61,Online,Netherlands,2009-12-30
14954,Wholesale,1423.73,Online,UK,2009-08-21
13425,Wholesale,4960.7,Trade Show,UK,2009-06-08
15768,RETAIL,,Trade Show,UK,2009-08-25
12688,Retail,,Online,UK,2009-04-25
15605,Corporate,8273.82,Referral,UK,2009-06-03
14615,retail,201.47,Online,UK,2009-07-11
15931,Wholesale,2453.46,Online,UK,2009-10-01
18095,Corporate,7232.84,Direct Sales,UK,2009-04-28
14906,Wholesale,3034.76,Direct Sales,,2009-06-11
12859,Corporate,14636.7,Referral,Germany,2009-10-09
17597,Retail,238.91,Online,Germany,2009-07-15
17955,Retail,655.01,Referral,UK,2009-08-23
15435,Retail,949.76,Trade Show,Netherlands,2009-03-09
12935,Corporate,3966.44,Referral,,2009-07-14
16121,Corporate,12388.07,Online,Germany,2009-11-20
13099,Corporate,13558.7,Online,Germany,2009-04-18
12857,Wholesale,2713.73,Online,UK,2009-03-14
14445,Retail,355.08,Direct Sales,EIRE,2009-04-16
18090,Retail,418.62,Online,UK,2009-09-06
15604,Retail,51.04,Direct Sales,UK,2009-04-16
15814,Retail,,Referral,France,2009-11-19
15221,Retail,320.29,Trade Show,UK,2009-08-22
12850,Corporate,7755.57,Trade Show,Other Europe,2009-12-30
17358,Corporate,2320.38,Online,Netherlands,2009-08-13
15217,Corporate,5491.79,Partner,Germany,2009-02-22
15610,Corporate,2579.41,Partner,UK,2009-05-16
13064,Wholesale,,Referral,UK,2009-12-12
16724,Corporate,2734.7,Online,UK,2009-03-04
14071,corporate,4037.92,Online,Other Europe,2009-06-18
17281,Retail,746.78,Online,UK,2009-02-07
18195,Retail,1015.32,Referral,UK,2009-07-03
14074,Retail,517.43,Direct Sales,EIRE,2009-05-16
16452,Retail,863.37,Direct Sales,UK,2009-09-16
13314,Retail,813.26,Trade Show,UK,2009-07-09
17209,Retail,1173.87,Partner,UK,2009-07-19
15005,Retail,504.55,Online,UK,2009-09-29
14827,Retail,559.95,Online,France,2009-08-31
16221,Retail,761.37,Online,UK,2009-03-28
13927,Retail,125.44,Referral,EIRE,2009-12-25
17535,Retail,567.61,Online,Germany,2009-06-04
16163,Retail,188.45,Online,,2009-09-04
15434,Wholesale,2686.13,Direct Sales,UK,2009-01-28
15008,Corporate,10479.65,Online,France,2009-07-01
16181,Corporate,6954.31,Direct Sales,UK,2009-08-28
14261,Retail,597.33,Online,UK,2009-09-13
16039,Wholesale,2849.18,Referral,UK,2009-11-11
15932,Corporate,5353.21,Direct Sales,UK,2009-09-16
15076,Corporate,7987.57,Referral,Germany,2009-12-28
12381,Retail,991.97,Online,UK,2009-05-20
16396,Corporate,10031.57,Direct Sales,UK,2009-10-21
17628,Retail,1095.26,Referral,UK,2009-08-20
17096,corporate,9753.12,Direct Sales,UK,2009-12-15
16605,Corporate,4655.15,Partner,UK,2009-07-15
17778,Retail,383.19,Online,Germany,2009-03-07
15505,Retail,732.65,Referral,UK,2009-12-28
12461,Retail,502.78,Online,UK,2009-06-15
13339,Retail,405.19,Referral,EIRE,2009-08-24
16217,Corporate,,Direct Sales,UK,2009-01-09
13680,Retail,412.16,Online,France,2009-01-06
13717,corporate,14001.91,Trade Show,,2009-01-15
15896,Retail,1076.34,Referral,EIRE,2009-11-01
18280,Retail,1043.02,Online,UK,2009-03-22
18114,retail,905.08,Online,France,2009-10-30
15694,Retail,986.54,Referral,Germany,2009-03-30
15655,Retail,745.16,Partner,France,2009-01-23
16955,Retail,1008.69,Trade Show,Other Europe,2009-06-24
14732,Wholesale,1743.56,Online,UK,2009-06-08
16791,Retail,1160.1,Partner,UK,2009-08-29
14069,Retail,696.43,Online,Netherlands,2009-11-05
17780,Retail,136.13,Referral,France,2009-07-23
12902,Corporate,,Trade Show,UK,2009-04-07
16008,RETAIL,724.59,Partner,,2009-05-07
15839,Retail,713.5,Direct Sales,Germany,2009-12-12
14587,Retail,858.15,Referral,Netherlands,2009-09-19
15190,Retail,798.45,Online,UK,2009-09-11
12868,Wholesale,3861.26,Online,France,2009-11-08
15734,Retail,,Referral,France,2009-07-19
16224,Corporate,11835.0,Trade Show,UK,2009-10-14
12627,Retail,432.74,Direct Sales,France,2009-03-06
14758,Corporate,7446.13,Online,Other Europe,2009-03-08
15215,Corporate,12321.42,Referral,France,2009-01-07
14450,Corporate,6582.88,Online,Germany,2009-05-26
15659,Retail,896.31,Referral,UK,2009-08-01
15942,Retail,654.16,Online,UK,2009-10-06
16611,Retail,345.73,Partner,Netherlands,2009-05-04
15706,Corporate,13168.69,Online,Netherlands,2009-07-13
17143,Retail,105.73,Online,UK,2009-11-20
17474,Retail,1018.52,Trade Show,UK,2009-09-17
13042,Wholesale,4926.59,Partner,Germany,2009-02-04
13936,Retail,106.53,Online,,2009-10-19
17824,Retail,565.82,Direct Sales,Netherlands,2009-02-28
15433,Retail,1168.06,Online,UK,2009-09-03
17481,corporate,14501.33,Online,UK,2009-01-01
17408,corporate,,Direct Sales,UK,2009-12-31
17495,Retail,1060.71,Referral,France,2009-03-05
17338,Corporate,11352.05,Online,UK,2009-09-25
13825,Retail,606.37,Online,EIRE,2009-02-01
13789,Retail,365.11,Direct Sales,UK,2009-08-07
17449,Retail,1093.1,Referral,Other Europe,2009-08-01
17331,Corporate,14688.92,Online,France,2009-08-07
15929,Retail,230.27,Online,UK,2009-11-12
17975,Retail,469.8,Online,UK,2009-02-12
14031,Retail,301.52,Online,Other Europe,2009-09-25
14997,Retail,,Direct Sales,UK,2009-07-17
16134,Retail,691.56,Online,EIRE,2009-05-03
17277,Retail,962.57,Online,UK,2009-08-17
15070,Corporate,9739.76,Referral,UK,2009-01-27
17297,Wholesale,4781.82,Referral,UK,2009-03-03
14319,Retail,315.74,Direct Sales,UK,2009-09-13
15631,Corporate,4193.74,Online,EIRE,2009-11-13
12673,Retail,1006.99,Online,,2009-08-30
17823,Retail,556.5,Partner,UK,2009-04-18
18050,Retail,1086.45,Online,UK,2009-02-28
15735,Wholesale,1460.39,Trade Show,UK,2009-10-08
17283,Corporate,12415.23,Online,Other Europe,2009-12-04
17135,Corporate,,Direct Sales,Germany,2009-06-08
15726,Wholesale,2565.41,Online,,2009-09-30
12527,Corporate,4034.88,Online,EIRE,2009-08-19
17524,Retail,695.32,Online,,2009-12-08
15958,Corporate,13789.27,Trade Show,UK,2009-02-10
13784,Retail,396.67,Online,Netherlands,2009-09-21
17511,Retail,1082.66,Trade Show,UK,2009-12-03
14149,Corporate,14517.32,Partner,UK,2009-07-16
13684,Corporate,3859.81,Referral,UK,2009-01-09
16090,Retail,,Trade Show,UK,2009-09-06
17918,Retail,667.1,Referral,UK,2009-07-11
15172,Retail,229.11,Partner,,2009-02-15
12614,Corporate,4688.88,Direct Sales,France,2009-05-01
17024,retail,706.48,Referral,Germany,2009-11-21
16828,Wholesale,4005.8,Partner,UK,2009-06-13
17237,Wholesale,862.4,Online,France,2009-03-09
16244,Corporate,6172.16,Direct Sales,EIRE,2009-07-20
17726,Wholesale,2383.34,Online,,2009-07-06
17479,Corporate,7796.53,Online,UK,2009-07-11
14386,RETAIL,982.84,Direct Sales,EIRE,2009-10-23
16408,Retail,1047.88,Partner,France,2009-11-19
13776,Wholesale,2169.92,Direct Sales,Germany,2009-02-07
15845,Retail,,Online,UK,2009-10-19
18273,Corporate,6552.42,Direct Sales,UK,2009-05-19
17582,Corporate,2583.19,Online,,2009-11-12
16842,Wholesale,4100.4,Referral,EIRE,2009-10-09
14947,Wholesale,4062.65,Online,UK,2009-07-27
17164,Retail,797.61,Online,Other Europe,2009-12-06
13547,Corporate,8359.81,Direct Sales,UK,2009-11-01
15910,Retail,553.37,Online,UK,2009-09-17
17212,Corporate,7625.97,Online,UK,2009-11-28
14544,Retail,292.11,Online,UK,2009-03-30
14766,Corporate,8522.09,Trade Show,UK,2009-01-31
17795,Corporate,7543.28,Online,UK,2009-07-14
18152,Wholesale,1664.7,Online,France,2009-03-11
16617,Retail,90.95,Online,Netherlands,2009-09-13
12529,RETAIL,241.99,Online,UK,2009-03-05
17018,Retail,624.95,Referral,France,2009-11-21
17155,Wholesale,3226.79,Online,UK,2009-09-20
15874,Retail,589.4,Direct Sales,Germany,2009-05-30
15941,Corporate,14991.55,Direct Sales,,2009-09-30
15880,Corporate,,Online,UK,2009-12-30
13578,Retail,374.92,Online,EIRE,2009-12-11
15197,Retail,924.01,Referral,UK,2009-02-16
13053,Retail,999.37,Referral,UK,2009-09-18
16084,Corporate,,Partner,UK,2009-03-10
14505,Retail,461.48,Direct Sales,UK,2009-11-24
17940,corporate,9230.48,Trade Show,Netherlands,2009-06-11
15765,Corporate,,Online,Germany,2009-03-07
15543,Wholesale,2069.56,Online,France,2009-09-20
12639,Corporate,8316.51,Direct Sales,Germany,2009-04-26
13797,Retail,443.75,Online,UK,2009-07-05
12446,Retail,278.65,Direct Sales,UK,2009-10-27
14088,Retail,1181.14,Online,Germany,2009-10-18
16494,Retail,588.04,Online,UK,2009-02-19
15573,RETAIL,1040.91,Online,Germany,2009-07-14
16438,retail,559.38,Direct Sales,Germany,2009-12-02
15836,Retail,1051.96,Referral,Other Europe,2009-11-05
16668,Corporate,13070.56,Partner,UK,2009-07-08
12729,Retail,85.07,Online,UK,2009-11-27
12357,Retail,841.54,Online,France,2009-02-18
13731,Corporate,3379.2,Referral,UK,2009-09-17
13402,Corporate,6749.77,Referral,EIRE,2009-12-15
15348,Corporate,9035.44,Partner,UK,2009-10-09
15279,Retail,1167.62,Online,UK,2009-05-15
18218,Wholesale,1055.8,Direct Sales,UK,2009-11-18
13920,Corporate,5121.97,Online,UK,2009-07-01
13530,Corporate,6918.1,Online,UK,2009-04-25
16573,RETAIL,,Direct Sales,UK,2009-05-18
16389,Retail,706.29,Referral,UK,2009-04-01
15240,Retail,148.94,Online,UK,2009-10-10
13679,Retail,847.44,Online,Germany,2009-10-21
15744,Retail,853.43,Direct Sales,UK,2009-03-28
14994,Retail,405.26,Direct Sales,UK,2009-01-08
16860,Wholesale,4334.81,Online,UK,2009-12-11
17030,Retail,1057.88,Referral,UK,2009-02-03
17781,Retail,640.04,Online,,2009-01-21
16373,Retail,673.74,Referral,Other Europe,2009-10-24
13167,Retail,198.33,Direct Sales,UK,2009-11-24
14689,retail,339.14,Direct Sales,UK,2009-05-27
13931,Retail,229.76,Direct Sales,EIRE,2009-07-02
17046,Corporate,11946.94,Trade Show,UK,2009-11-01
16251,Corporate,12555.58,Online,UK,2009-02-03
17786,Corporate,9656.17,Online,Germany,2009-04-22
13126,Retail,678.45,Online,,2009-03-21
15787,Corporate,12472.55,Trade Show,UK,2009-11-23
13681,Retail,191.98,Referral,UK,2009-07-18
13227,Corporate,14658.0,Direct Sales,Germany,2009-08-25
16719,Wholesale,4090.23,Online,France,2009-03-18
17971,Retail,1037.56,Trade Show,UK,2009-03-17
17519,Corporate,9981.61,Online,Germany,2009-02-21
12495,Retail,1183.44,Online,Germany,2009-04-19
17020,Corporate,6247.61,Referral,EIRE,2009-07-13
14964,Wholesale,,Online,,2009-12-29
13416,Corporate,14895.52,Trade Show,UK,2009-01-22
13606,Wholesale,2943.65,Referral,Other Europe,2009-04-10
15429,Retail,199.16,Online,,2009-10-06
14190,Retail,637.76,Referral,UK,2009-06-18
18023,Corporate,5645.92,Online,UK,2009-04-14
15312,Wholesale,3917.63,Partner,France,2009-05-22
14359,Retail,1154.01,Online,,2009-12-09
17771,Wholesale,3617.05,Direct Sales,UK,2009-06-12
17124,Retail,500.17,Online,France,2009-11-29
16674,Corporate,7108.36,Referral,France,2009-12-23
13368,Corporate,11171.46,Partner,UK,2009-10-01
14931,Retail,744.9,Online,France,2009-10-19
17980,Retail,468.04,Referral,EIRE,2009-04-04
16463,Wholesale,2473.95,Partner,Germany,2009-10-08
16035,Retail,149.61,Online,EIRE,2009-09-22
17047,Retail,1000.29,Referral,UK,2009-02-21
17179,Retail,558.38,Partner,UK,2009-01-06
14652,Retail,279.29,Direct Sales,,2009-04-18
12723,Corporate,11314.19,Online,Germany,2009-11-02
17962,Retail,1021.8,Referral,UK,2009-11-28
18121,retail,311.53,Direct Sales,UK,2009-08-10
13098,Retail,130.09,Online,UK,2009-10-06
17184,Retail,1190.26,Referral,,2009-03-10
16733,retail,1160.64,Online,Netherlands,2009-01-27
16325,Corporate,3105.73,Online,UK,2009-01-28
13618,Retail,700.39,Referral,UK,2009-06-30
14309,Retail,438.7,Online,,2009-10-28
15938,Retail,106.52,Online,UK,2009-11-30
16047,Retail,919.92,Partner,Netherlands,2009-09-30
13058,Retail,790.08,Online,UK,2009-05-07
14003,Retail,742.08,Referral,Germany,2009-01-02
14311,Wholesale,4643.58,Referral,Germany,2009-10-28
15154,Retail,609.41,Online,UK,2009-07-24
