ticket_id,customer_id,location_id,ticket_date,issue_category,priority,resolution_days,sla_breached,csat_score,status
TKT-13720,12751,LOC_01,2010-04-09,billing issue,Low,6.9,1.0,,Escalated
TKT-13721,15002,LOC_02,2010-04-26,Billing Issue,Low,4.0,1.0,,Escalated
TKT-13722,15052,LOC_01,2011-07-07,Refund Request,High,5.9,1.0,1,Open
TKT-13723,17399,LOC_01,2010-10-16,Billing,Medium,4.4,1.0,3,Resolved
TKT-13724,18202,LOC_08,2010-03-21,General Enquiry,Low,2.3,1.0,4,Resolved
TKT-13725,17355,LOC_04,2010-09-17,Product Defect,Medium,6.7,1.0,1,Resolved
TKT-13726,13935,LOC_07,2010-11-09,Login Issue,Medium,5.0,1.0,2,Resolved
TKT-13727,15395,LOC_03,2011-12-01,Defective Product,Low,7.4,1.0,2,Resolved
TKT-13728,16191,LOC_01,2010-03-26,Defective Product,High,3.5,1.0,2,Resolved
TKT-13729,15043,LOC_06,2011-04-20,refund,High,7.8,1.0,,Resolved
TKT-13730,17685,LOC_01,2011-04-03,delivery delay,Critical,6.3,1.0,1,Resolved
TKT-13731,13613,LOC_05,2010-02-06,General Enquiry,Medium,2.0,0.0,4,Resolved
TKT-13732,14495,LOC_01,2011-12-04,Product Defect,Low,7.4,1.0,1,Resolved
TKT-13733,13360,LOC_06,2011-05-27,Late Delivery,Medium,3.9,1.0,2,Resolved
TKT-13734,15646,LOC_07,2011-11-23,Account Access,Low,2.3,1.0,,Escalated
TKT-13735,13279,LOC_08,2011-04-27,refund,Critical,7.0,1.0,1,Resolved
TKT-13736,16146,LOC_04,2011-06-21,General Enquiry,Low,1.0,0.0,5,Escalated
TKT-13737,18043,LOC_04,2011-07-21,General Enquiry,Critical,2.1,1.0,2,Resolved
TKT-13738,17169,LOC_01,2010-02-18,Delivery Delay,Critical,6.4,1.0,2,Resolved
TKT-13739,17491,LOC_07,2011-03-21,billing issue,High,13.1,1.0,2,Resolved
TKT-13740,15074,LOC_08,2011-10-07,billing issue,Low,8.2,1.0,,Resolved
TKT-13741,13478,LOC_03,2011-02-05,Late Delivery,Medium,9.3,1.0,1,Resolved
TKT-13742,17066,LOC_07,2010-08-13,Product Defect,Medium,12.8,1.0,1,Resolved
TKT-13743,14795,LOC_07,2010-05-11,refund,High,8.2,1.0,2,Open
TKT-13744,15291,LOC_07,2011-10-02,General Enquiry,Medium,,,,Escalated
TKT-13745,12840,LOC_07,2011-08-02,General Enquiry,Medium,2.1,1.0,4,Resolved
TKT-13746,14254,LOC_02,2011-09-13,Product Defect,Medium,3.6,1.0,2,Open
TKT-13747,12396,LOC_07,2011-01-24,Refund Request,Low,8.0,1.0,1,Open
TKT-13748,16745,LOC_01,2010-10-16,Refund Request,Medium,8.7,1.0,3,Resolved
TKT-13749,17726,LOC_06,2011-09-24,Refund Request,Medium,7.8,1.0,1,Resolved
TKT-13750,14879,LOC_01,2010-03-16,Billing Issue,Medium,7.5,1.0,2,Resolved
TKT-13751,12504,LOC_08,2010-12-13,billing issue,Low,8.8,1.0,2,Resolved
TKT-13752,15736,LOC_07,2010-10-18,General Enquiry,Medium,0.8,0.0,5,Open
TKT-13753,14893,LOC_06,2011-11-26,refund,Medium,8.8,1.0,1,Resolved
TKT-13754,13754,LOC_01,2011-12-05,refund,Medium,3.3,1.0,4,Resolved
TKT-13755,13851,LOC_07,2010-07-03,Login Issue,Low,6.7,1.0,2,Resolved
TKT-13756,15929,LOC_07,2010-12-14,Billing Issue,Medium,,,,Resolved
TKT-13757,15231,LOC_06,2011-03-02,Product Defect,Medium,5.0,1.0,2,Resolved
TKT-13758,16233,LOC_08,2011-08-09,Delivery Delay,Low,5.6,1.0,,Resolved
TKT-13759,15079,LOC_01,2010-09-03,refund,Medium,5.1,1.0,1,Resolved
TKT-13760,16426,LOC_06,2010-09-03,Delivery Delay,Low,6.2,1.0,1,Escalated
TKT-13761,16228,LOC_04,2010-12-26,refund,Critical,5.9,1.0,2,Resolved
TKT-13762,17079,LOC_01,2010-10-06,Late Delivery,Low,3.8,1.0,3,Resolved
TKT-13763,14340,LOC_06,2011-12-12,Product Defect,High,5.5,1.0,1,Open
TKT-13764,14787,LOC_07,2010-12-25,Login Issue,Medium,4.5,1.0,3,Resolved
TKT-13765,12893,LOC_02,2011-11-10,delivery delay,Medium,5.9,1.0,,Resolved
TKT-13766,15836,LOC_07,2011-01-21,Delivery Delay,Critical,7.5,1.0,1,Escalated
TKT-13767,15525,LOC_01,2010-11-26,General Enquiry,High,1.2,0.0,5,Escalated
TKT-13768,12442,LOC_05,2010-03-04,refund,Low,3.6,1.0,3,Open
TKT-13769,16380,LOC_07,2010-01-10,Product Defect,Critical,5.4,1.0,2,Open
TKT-13770,15615,LOC_01,2010-10-26,Defective Product,Low,6.4,1.0,,Open
TKT-13771,13836,LOC_05,2011-03-10,delivery delay,Medium,6.2,1.0,2,Resolved
TKT-13772,16291,LOC_03,2011-12-08,Refund Request,Medium,9.3,1.0,,Resolved
TKT-13773,15213,LOC_05,2011-12-06,billing issue,Critical,6.2,1.0,1,Resolved
TKT-13774,15384,LOC_03,2010-01-08,General Enquiry,Medium,3.5,1.0,4,Resolved
TKT-13775,12791,LOC_02,2011-09-03,Refund Request,High,8.4,1.0,,Resolved
TKT-13776,15633,LOC_02,2011-05-10,Late Delivery,Critical,5.8,1.0,2,Open
TKT-13777,14770,LOC_07,2011-08-16,Refund Request,High,6.5,1.0,1,Resolved
TKT-13778,16201,LOC_02,2011-12-02,Billing,Medium,4.7,1.0,,Resolved
TKT-13779,18192,LOC_01,2010-06-23,Billing Issue,Medium,5.7,1.0,3,Resolved
TKT-13780,14921,LOC_01,2010-12-10,Refund Request,Low,3.4,1.0,4,Resolved
TKT-13781,12623,LOC_01,2010-12-23,Billing Issue,Medium,6.5,1.0,2,Resolved
TKT-13782,16694,LOC_01,2011-07-25,refund,Low,7.8,1.0,,Resolved
TKT-13783,17019,LOC_02,2011-06-05,Login Issue,Low,3.7,1.0,,Resolved
TKT-13784,15674,LOC_02,2011-02-02,General Enquiry,Medium,2.3,1.0,2,Resolved
TKT-13785,18183,LOC_02,2010-09-07,Account Access,High,1.7,0.0,5,Resolved
TKT-13786,17905,LOC_01,2011-11-18,General Enquiry,Medium,1.0,0.0,4,Resolved
TKT-13787,17975,LOC_01,2010-10-01,Billing Issue,Low,7.1,1.0,,Resolved
TKT-13788,14576,LOC_04,2010-01-06,Refund Request,High,5.5,1.0,2,Resolved
TKT-13789,13846,LOC_06,2011-02-23,Billing,Critical,8.6,1.0,2,Resolved
TKT-13790,15174,LOC_05,2010-01-25,Delivery Delay,High,4.7,1.0,3,Resolved
TKT-13791,13337,LOC_05,2011-05-15,Account Access,Low,3.6,1.0,3,Resolved
TKT-13792,15391,LOC_03,2010-04-13,Delivery Delay,Medium,8.9,1.0,,Resolved
TKT-13793,16916,LOC_05,2011-04-27,Billing,Medium,8.3,1.0,3,Resolved
TKT-13794,13532,LOC_08,2010-05-14,Late Delivery,Low,,,,Resolved
TKT-13795,15978,LOC_05,2011-04-06,Billing Issue,Medium,5.3,1.0,1,Open
TKT-13796,13175,LOC_01,2011-07-26,billing issue,Low,7.1,1.0,3,Resolved
TKT-13797,14316,LOC_05,2010-10-05,billing issue,Medium,4.4,1.0,3,Resolved
TKT-13798,15557,LOC_04,2011-02-18,Delivery Delay,High,2.7,1.0,,Resolved
TKT-13799,15785,LOC_04,2011-08-21,General Enquiry,High,1.3,0.0,4,Resolved
TKT-13800,16635,LOC_05,2010-08-15,Delivery Delay,High,2.8,1.0,,Open
TKT-13801,13570,LOC_06,2011-06-20,Delivery Delay,High,,,,Resolved
TKT-13802,17318,LOC_01,2010-01-08,billing issue,Low,6.0,1.0,1,Resolved
TKT-13803,15864,LOC_04,2010-06-18,Billing Issue,Critical,5.1,1.0,,Resolved
TKT-13804,16613,LOC_07,2011-09-23,Billing,High,10.0,1.0,2,Resolved
TKT-13805,15996,LOC_04,2010-08-19,Account Access,Low,3.9,1.0,2,Resolved
TKT-13806,15733,LOC_01,2010-06-15,General Enquiry,Medium,2.8,1.0,2,Open
TKT-13807,17596,LOC_07,2011-12-15,Account Access,Medium,2.0,0.0,,Resolved
TKT-13808,17209,LOC_08,2011-06-03,General Enquiry,Medium,1.1,0.0,,Resolved
TKT-13809,17499,LOC_07,2011-02-16,Login Issue,Medium,,,,Resolved
TKT-13810,16449,LOC_03,2010-09-12,Delivery Delay,Low,3.9,1.0,4,Resolved
TKT-13811,14751,LOC_04,2010-03-20,Account Access,Critical,2.8,1.0,3,Resolved
TKT-13812,16823,LOC_05,2010-05-27,Account Access,Medium,1.7,0.0,,Resolved
TKT-13813,15351,LOC_06,2010-11-05,Delivery Delay,Medium,4.0,1.0,2,Resolved
TKT-13814,15858,LOC_06,2010-10-27,General Enquiry,Medium,1.2,0.0,5,Resolved
TKT-13815,13610,LOC_02,2011-08-18,General Enquiry,Medium,0.8,0.0,5,Resolved
TKT-13816,15466,LOC_07,2011-09-10,Refund Request,Medium,,,,Escalated
TKT-13817,17548,LOC_07,2010-11-13,delivery delay,Medium,6.6,1.0,2,Open
TKT-13818,15123,LOC_03,2010-06-05,Late Delivery,Medium,4.1,1.0,3,Resolved
TKT-13819,12825,LOC_01,2011-04-17,Refund Request,Low,3.1,1.0,3,Escalated
TKT-13820,17108,LOC_05,2010-10-01,Billing Issue,High,,,,Resolved
TKT-13821,17949,LOC_03,2011-10-21,delivery delay,High,8.5,1.0,1,Resolved
TKT-13822,14192,LOC_07,2010-05-24,Billing Issue,High,6.2,1.0,3,Escalated
TKT-13823,17313,LOC_03,2011-11-22,Refund Request,High,10.2,1.0,2,Resolved
TKT-13824,15143,LOC_02,2011-07-21,Refund Request,Low,,,,Open
TKT-13825,16638,LOC_07,2011-08-17,Refund Request,Low,13.6,1.0,1,Resolved
TKT-13826,17604,LOC_05,2010-02-03,Billing,Medium,4.9,1.0,3,Resolved
TKT-13827,15458,LOC_01,2010-08-20,General Enquiry,Low,2.1,1.0,,Resolved
TKT-13828,13502,LOC_06,2011-09-22,Refund Request,Medium,6.4,1.0,2,Resolved
TKT-13829,17577,LOC_07,2010-12-04,Refund Request,High,8.9,1.0,,Escalated
TKT-13830,17479,LOC_02,2011-01-23,Refund Request,High,6.9,1.0,1,Resolved
TKT-13831,14161,LOC_08,2011-10-11,Defective Product,Low,3.6,1.0,3,Escalated
TKT-13832,15551,LOC_03,2011-04-10,General Enquiry,Medium,3.7,1.0,2,Resolved
TKT-13833,14328,LOC_08,2011-09-09,Refund Request,Low,6.9,1.0,3,Resolved
TKT-13834,14995,LOC_03,2011-04-22,Defective Product,Low,9.4,1.0,3,Escalated
TKT-13835,17609,LOC_05,2010-12-15,Account Access,Medium,2.9,1.0,2,Resolved
TKT-13836,13825,LOC_04,2010-10-10,Delivery Delay,High,2.5,1.0,3,Open
TKT-13837,15884,LOC_08,2010-07-25,Billing,High,8.9,1.0,1,Resolved
TKT-13838,16117,LOC_03,2011-06-10,Product Defect,Medium,6.6,1.0,2,Resolved
TKT-13839,16942,LOC_02,2010-01-02,Billing Issue,Low,8.9,1.0,1,Open
TKT-13840,14376,LOC_07,2010-12-15,Delivery Delay,Low,8.3,1.0,1,Resolved
TKT-13841,14786,LOC_01,2010-02-09,Product Defect,Medium,6.9,1.0,1,Open
TKT-13842,15337,LOC_07,2010-08-14,Refund Request,Medium,,,,Escalated
TKT-13843,18228,LOC_01,2011-05-07,Refund Request,Medium,9.0,1.0,,Resolved
TKT-13844,16284,LOC_05,2010-06-21,Late Delivery,High,2.2,1.0,4,Resolved
TKT-13845,17551,LOC_06,2010-10-09,delivery delay,Low,3.8,1.0,3,Resolved
TKT-13846,16202,LOC_03,2011-07-10,Billing Issue,Critical,8.5,1.0,1,Resolved
TKT-13847,17299,LOC_07,2010-10-01,General Enquiry,Critical,4.4,1.0,,Resolved
TKT-13848,15864,LOC_05,2010-08-15,Delivery Delay,Low,2.6,1.0,3,Resolved
TKT-13849,13997,LOC_03,2011-12-25,Late Delivery,Low,7.3,1.0,3,Resolved
TKT-13850,12799,LOC_03,2010-12-08,Billing Issue,Medium,16.2,1.0,1,Escalated
TKT-13851,14812,LOC_01,2011-11-07,General Enquiry,High,0.6,0.0,4,Resolved
TKT-13852,12591,LOC_05,2011-04-24,Defective Product,Medium,4.6,1.0,4,Resolved
TKT-13853,13197,LOC_03,2010-10-04,Billing Issue,Low,8.0,1.0,3,Resolved
TKT-13854,18217,LOC_03,2011-04-10,Delivery Delay,Medium,7.9,1.0,3,Resolved
TKT-13855,16085,LOC_08,2010-05-05,General Enquiry,Medium,2.5,1.0,4,Escalated
TKT-13856,12720,LOC_03,2011-12-19,Late Delivery,Low,11.0,1.0,2,Escalated
TKT-13857,16999,LOC_07,2011-12-20,refund,High,13.6,1.0,1,Resolved
TKT-13858,16817,LOC_08,2010-01-03,Refund Request,High,5.4,1.0,1,Resolved
TKT-13859,12523,LOC_07,2011-07-19,Product Defect,Low,7.7,1.0,2,Open
TKT-13860,14817,LOC_01,2011-05-24,Login Issue,Medium,4.3,1.0,3,Resolved
TKT-13861,16736,LOC_07,2010-12-15,Billing Issue,Medium,9.3,1.0,3,Resolved
TKT-13862,17385,LOC_02,2010-06-16,General Enquiry,Medium,0.8,0.0,,Escalated
TKT-13863,17898,LOC_03,2010-02-01,Account Access,Medium,3.1,1.0,2,Resolved
TKT-13864,16669,LOC_08,2011-01-19,General Enquiry,Medium,2.5,1.0,3,Resolved
TKT-13865,16943,LOC_03,2011-09-26,Billing Issue,Low,10.7,1.0,2,Resolved
TKT-13866,13262,LOC_06,2011-10-02,Billing Issue,Medium,8.3,1.0,2,Resolved
TKT-13867,17241,LOC_03,2011-06-10,Delivery Delay,Low,7.3,1.0,,Resolved
TKT-13868,12695,LOC_03,2010-09-27,Refund Request,Low,5.0,1.0,2,Resolved
TKT-13869,16334,LOC_05,2010-12-27,Billing Issue,Low,5.9,1.0,,Open
TKT-13870,15841,LOC_08,2010-08-11,General Enquiry,Low,1.2,0.0,4,Resolved
TKT-13871,16290,LOC_03,2010-05-16,Account Access,Low,,,,Resolved
TKT-13872,14340,LOC_02,2010-08-25,Login Issue,Low,1.1,0.0,,Resolved
TKT-13873,17274,LOC_01,2010-07-10,Refund Request,High,4.4,1.0,3,Escalated
TKT-13874,17108,LOC_02,2011-06-15,refund,Low,8.3,1.0,2,Resolved
TKT-13875,16408,LOC_02,2010-10-12,Delivery Delay,Medium,2.8,1.0,3,Open
TKT-13876,14960,LOC_01,2011-08-06,General Enquiry,Medium,0.5,0.0,5,Resolved
TKT-13877,12611,LOC_05,2010-11-16,refund,Medium,5.6,1.0,1,Escalated
TKT-13878,17670,LOC_01,2011-01-03,Product Defect,High,3.4,1.0,3,Open
TKT-13879,14737,LOC_04,2011-02-18,General Enquiry,Medium,,,,Resolved
TKT-13880,16881,LOC_02,2010-12-19,General Enquiry,Medium,0.6,0.0,5,Resolved
TKT-13881,14387,LOC_08,2010-09-13,Billing Issue,Medium,8.6,1.0,2,Escalated
TKT-13882,12478,LOC_03,2010-01-20,General Enquiry,Low,3.4,1.0,3,Resolved
TKT-13883,14112,LOC_01,2010-10-05,Late Delivery,Medium,5.8,1.0,,Resolved
TKT-13884,15861,LOC_07,2010-09-23,Product Defect,Low,8.7,1.0,2,Escalated
TKT-13885,12621,LOC_03,2010-11-08,Billing Issue,Low,7.8,1.0,,Escalated
TKT-13886,17498,LOC_07,2011-09-04,General Enquiry,Medium,1.9,0.0,4,Open
TKT-13887,13065,LOC_03,2011-05-18,Refund Request,Low,11.8,1.0,2,Resolved
TKT-13888,16045,LOC_04,2011-03-23,General Enquiry,Low,,,,Resolved
TKT-13889,12449,LOC_03,2010-05-14,Login Issue,Medium,6.2,1.0,3,Resolved
TKT-13890,18024,LOC_05,2010-11-01,General Enquiry,Low,1.6,0.0,,Escalated
TKT-13891,16705,LOC_03,2011-11-21,General Enquiry,High,1.7,0.0,4,Open
TKT-13892,16171,LOC_04,2011-12-03,General Enquiry,High,1.0,0.0,5,Resolved
TKT-13893,18201,LOC_06,2011-06-05,Delivery Delay,Low,5.1,1.0,,Escalated
TKT-13894,17051,LOC_03,2011-02-03,Billing Issue,Medium,13.6,1.0,,Open
TKT-13895,12997,LOC_06,2010-10-10,Refund Request,Critical,7.7,1.0,1,Resolved
TKT-13896,13883,LOC_06,2011-04-16,Billing,Medium,7.8,1.0,1,Escalated
TKT-13897,17301,LOC_07,2010-11-26,General Enquiry,Low,4.8,1.0,3,Resolved
TKT-13898,15228,LOC_04,2010-05-11,General Enquiry,Medium,0.6,0.0,4,Resolved
TKT-13899,17780,LOC_01,2011-07-21,billing issue,Medium,8.6,1.0,,Resolved
TKT-13900,12791,LOC_07,2011-01-17,Delivery Delay,Low,9.5,1.0,1,Resolved
TKT-13901,17166,LOC_08,2010-07-24,Refund Request,Low,5.9,1.0,,Resolved
TKT-13902,16264,LOC_06,2011-08-18,Account Access,Medium,3.5,1.0,4,Resolved
TKT-13903,15193,LOC_04,2010-11-05,Defective Product,Medium,3.7,1.0,,Resolved
TKT-13904,12934,LOC_05,2010-12-15,Late Delivery,Critical,,,,Resolved
TKT-13905,13327,LOC_05,2011-10-17,delivery delay,Low,2.3,1.0,,Open
TKT-13906,14472,LOC_08,2010-05-08,refund,Medium,5.9,1.0,1,Resolved
TKT-13907,13411,LOC_01,2011-12-15,Account Access,Low,4.0,1.0,2,Resolved
TKT-13908,15207,LOC_01,2011-02-05,Delivery Delay,Medium,4.2,1.0,2,Resolved
TKT-13909,13452,LOC_08,2011-02-17,delivery delay,Medium,6.1,1.0,1,Resolved
TKT-13910,15576,LOC_03,2010-07-18,Product Defect,Medium,5.6,1.0,2,Resolved
TKT-13911,12592,LOC_05,2010-10-25,Product Defect,Medium,4.8,1.0,3,Resolved
TKT-13912,17061,LOC_07,2011-10-16,Login Issue,Low,7.7,1.0,2,Resolved
TKT-13913,13119,LOC_07,2011-03-10,Product Defect,High,9.0,1.0,2,Resolved
TKT-13914,15185,LOC_05,2010-06-02,General Enquiry,Critical,0.7,0.0,,Resolved
TKT-13915,17108,LOC_04,2010-05-13,delivery delay,High,4.9,1.0,3,Resolved
TKT-13916,12591,LOC_05,2010-04-10,refund,High,7.1,1.0,3,Open
TKT-13917,13730,LOC_06,2010-07-02,Account Access,Medium,2.9,1.0,3,Escalated
TKT-13918,17210,LOC_07,2011-10-19,refund,Medium,5.8,1.0,1,Resolved
TKT-13919,14988,LOC_01,2011-10-18,Late Delivery,Low,6.3,1.0,1,Resolved
TKT-13920,16339,LOC_03,2011-03-11,Delivery Delay,High,4.8,1.0,2,Resolved
TKT-13921,15350,LOC_03,2011-12-27,Refund Request,Low,6.1,1.0,,Resolved
TKT-13922,15319,LOC_06,2010-11-16,refund,Low,4.2,1.0,,Open
TKT-13923,15590,LOC_03,2010-11-05,Delivery Delay,Medium,6.1,1.0,2,Resolved
TKT-13924,15090,LOC_02,2011-11-25,delivery delay,Low,5.0,1.0,3,Resolved
TKT-13925,17067,LOC_01,2011-04-09,General Enquiry,Medium,1.3,0.0,5,Resolved
TKT-13926,17660,LOC_07,2010-09-08,Login Issue,High,6.2,1.0,,Resolved
TKT-13927,16772,LOC_03,2010-03-10,Billing,Critical,9.7,1.0,1,Resolved
TKT-13928,13088,LOC_03,2011-06-04,General Enquiry,Low,3.6,1.0,3,Escalated
TKT-13929,12842,LOC_04,2011-10-22,Refund Request,Low,3.3,1.0,,Resolved
TKT-13930,12374,LOC_01,2011-03-23,Defective Product,High,4.1,1.0,3,Resolved
TKT-13931,14712,LOC_03,2011-12-16,Delivery Delay,Low,9.9,1.0,2,Resolved
TKT-13932,15948,LOC_07,2011-09-14,Account Access,Medium,3.0,1.0,3,Resolved
TKT-13933,13231,LOC_07,2011-12-13,General Enquiry,High,2.7,1.0,3,Resolved
TKT-13934,12718,LOC_07,2011-04-26,Billing Issue,Medium,13.0,1.0,1,Resolved
TKT-13935,12640,LOC_04,2011-08-21,Defective Product,Low,3.9,1.0,3,Resolved
TKT-13936,13584,LOC_03,2010-09-23,General Enquiry,Low,4.0,1.0,3,Resolved
TKT-13937,16066,LOC_07,2011-11-06,General Enquiry,Low,3.4,1.0,2,Open
TKT-13938,14513,LOC_02,2011-02-01,Billing Issue,Medium,6.9,1.0,1,Resolved
TKT-13939,15096,LOC_06,2011-09-23,Login Issue,Low,2.1,1.0,3,Escalated
TKT-13940,15554,LOC_07,2011-10-22,Delivery Delay,Medium,4.2,1.0,4,Resolved
TKT-13941,17807,LOC_03,2011-03-11,Refund Request,Critical,9.1,1.0,3,Open
TKT-13942,17183,LOC_02,2011-03-23,Login Issue,High,4.6,1.0,3,Resolved
TKT-13943,15913,LOC_04,2010-10-04,Refund Request,Low,,,,Resolved
TKT-13944,14184,LOC_02,2011-12-14,billing issue,High,8.2,1.0,1,Resolved
TKT-13945,17889,LOC_07,2010-06-20,Refund Request,Medium,13.8,1.0,1,Escalated
TKT-13946,13113,LOC_02,2011-05-10,billing issue,Low,6.0,1.0,,Resolved
TKT-13947,13762,LOC_03,2010-04-11,delivery delay,Low,7.1,1.0,2,Resolved
TKT-13948,12462,LOC_07,2011-04-12,Refund Request,High,12.9,1.0,1,Resolved
TKT-13949,12379,LOC_02,2010-10-22,General Enquiry,Medium,1.1,0.0,,Resolved
TKT-13950,12540,LOC_07,2010-08-03,Account Access,Medium,5.7,1.0,1,Resolved
TKT-13951,13396,LOC_02,2011-04-10,delivery delay,Medium,4.0,1.0,2,Resolved
TKT-13952,16633,LOC_08,2010-11-12,General Enquiry,Low,,,,Resolved
TKT-13953,12918,LOC_03,2010-12-03,Delivery Delay,Low,4.3,1.0,3,Escalated
TKT-13954,17654,LOC_02,2011-03-16,Late Delivery,Medium,4.3,1.0,4,Resolved
TKT-13955,16095,LOC_04,2010-07-26,refund,Low,8.3,1.0,2,Open
TKT-13956,16245,LOC_03,2010-04-16,Product Defect,Medium,,,,Resolved
TKT-13957,17022,LOC_02,2011-10-06,Account Access,Low,1.8,0.0,4,Resolved
TKT-13958,14645,LOC_03,2010-11-12,refund,Critical,10.6,1.0,,Resolved
TKT-13959,17627,LOC_06,2011-09-04,refund,Medium,3.3,1.0,2,Resolved
TKT-13960,16888,LOC_07,2011-04-25,Product Defect,Low,5.7,1.0,2,Resolved
TKT-13961,16155,LOC_07,2011-11-05,Billing Issue,Low,8.2,1.0,,Resolved
TKT-13962,17836,LOC_07,2011-02-19,General Enquiry,Medium,2.3,1.0,3,Escalated
TKT-13963,14311,LOC_01,2011-06-13,Billing Issue,Low,4.1,1.0,3,Resolved
TKT-13964,15867,LOC_03,2010-08-02,Product Defect,Medium,4.6,1.0,4,Escalated
TKT-13965,14305,LOC_02,2011-10-05,delivery delay,Critical,3.4,1.0,2,Resolved
TKT-13966,14240,LOC_01,2011-08-17,Delivery Delay,High,6.9,1.0,3,Escalated
TKT-13967,13285,LOC_07,2011-09-02,Delivery Delay,Critical,4.0,1.0,,Resolved
TKT-13968,14892,LOC_07,2011-02-06,Delivery Delay,Low,4.5,1.0,3,Resolved
TKT-13969,13359,LOC_07,2011-12-22,General Enquiry,Medium,3.7,1.0,2,Resolved
TKT-13970,16423,LOC_07,2010-12-24,General Enquiry,Medium,1.1,0.0,4,Open
TKT-13971,12796,LOC_05,2010-03-16,Refund Request,High,8.3,1.0,,Resolved
TKT-13972,14324,LOC_08,2011-07-17,Defective Product,Medium,3.2,1.0,3,Resolved
TKT-13973,15235,LOC_04,2010-12-25,Billing Issue,Medium,5.6,1.0,,Resolved
TKT-13974,13492,LOC_07,2011-07-09,Login Issue,Medium,6.8,1.0,1,Resolved
TKT-13975,13204,LOC_01,2011-11-12,Billing,High,,,,Resolved
TKT-13976,12554,LOC_01,2010-10-10,billing issue,Medium,4.7,1.0,3,Resolved
TKT-13977,18093,LOC_05,2011-12-06,Product Defect,Low,4.7,1.0,3,Open
TKT-13978,17670,LOC_01,2010-03-11,delivery delay,High,5.6,1.0,3,Resolved
TKT-13979,13949,LOC_01,2011-10-05,Billing Issue,Low,6.8,1.0,1,Resolved
TKT-13980,13844,LOC_02,2010-05-23,billing issue,Medium,8.3,1.0,2,Open
TKT-13981,13892,LOC_07,2011-12-07,General Enquiry,Low,3.5,1.0,3,Resolved
TKT-13982,17704,LOC_08,2010-08-26,Account Access,Medium,2.6,1.0,2,Escalated
TKT-13983,13587,LOC_03,2010-08-06,Refund Request,Medium,5.3,1.0,2,Resolved
TKT-13984,17132,LOC_08,2010-09-07,delivery delay,Critical,,,,Resolved
TKT-13985,14340,LOC_07,2010-09-20,Product Defect,Low,6.4,1.0,3,Escalated
TKT-13986,12886,LOC_02,2011-04-11,Refund Request,High,8.7,1.0,1,Resolved
TKT-13987,12876,LOC_05,2010-05-07,Login Issue,Critical,1.7,0.0,4,Resolved
TKT-13988,17773,LOC_08,2010-06-19,General Enquiry,Low,1.3,0.0,,Escalated
TKT-13989,12948,LOC_07,2010-06-11,billing issue,Low,9.8,1.0,1,Resolved
TKT-13990,16267,LOC_03,2011-06-22,Billing,Critical,13.4,1.0,,Open
TKT-13991,13804,LOC_03,2010-04-27,Refund Request,Medium,8.7,1.0,,Escalated
TKT-13992,16141,LOC_07,2010-08-13,General Enquiry,High,1.1,0.0,4,Resolved
TKT-13993,16638,LOC_04,2010-10-11,Product Defect,High,4.4,1.0,3,Resolved
TKT-13994,15084,LOC_02,2011-12-11,refund,Medium,4.8,1.0,3,Resolved
TKT-13995,13530,LOC_03,2010-11-03,Delivery Delay,Low,5.4,1.0,2,Escalated
TKT-13996,13159,LOC_06,2011-02-01,Login Issue,High,4.3,1.0,4,Resolved
TKT-13997,13184,LOC_02,2010-11-25,Refund Request,Medium,4.6,1.0,4,Resolved
TKT-13998,18282,LOC_06,2011-10-13,Late Delivery,Medium,5.1,1.0,2,Open
TKT-13999,15831,LOC_06,2010-12-18,Refund Request,Medium,8.6,1.0,2,Open
TKT-14000,13661,LOC_03,2011-10-05,refund,Low,5.4,1.0,1,Escalated
TKT-14001,17153,LOC_03,2011-12-17,Delivery Delay,Low,8.2,1.0,1,Escalated
TKT-14002,16287,LOC_08,2011-03-21,delivery delay,Medium,6.8,1.0,2,Resolved
TKT-14003,13861,LOC_07,2010-12-19,Delivery Delay,Medium,10.2,1.0,1,Resolved
TKT-14004,13561,LOC_07,2010-04-16,General Enquiry,High,,,,Resolved
TKT-14005,13025,LOC_04,2011-09-19,Billing Issue,Medium,5.7,1.0,3,Resolved
TKT-14006,12674,LOC_02,2011-04-13,Billing Issue,Medium,7.6,1.0,3,Open
TKT-14007,14040,LOC_05,2010-11-09,Late Delivery,Medium,6.3,1.0,3,Resolved
TKT-14008,12998,LOC_07,2010-10-26,Refund Request,Medium,5.2,1.0,1,Resolved
TKT-14009,17173,LOC_01,2011-04-02,delivery delay,Medium,3.4,1.0,4,Resolved
TKT-14010,17168,LOC_01,2010-12-02,General Enquiry,Medium,,,,Resolved
TKT-14011,16873,LOC_04,2011-09-27,Billing,Medium,9.4,1.0,1,Resolved
TKT-14012,14981,LOC_03,2011-01-25,Late Delivery,Low,4.1,1.0,,Resolved
TKT-14013,17415,LOC_08,2010-06-10,Defective Product,Low,5.6,1.0,3,Resolved
TKT-14014,12607,LOC_01,2010-05-13,Delivery Delay,High,6.4,1.0,,Open
TKT-14015,13400,LOC_03,2011-09-23,Delivery Delay,Medium,8.7,1.0,2,Resolved
TKT-14016,14443,LOC_07,2011-01-14,General Enquiry,Medium,0.7,0.0,5,Resolved
TKT-14017,18009,LOC_05,2010-11-02,Defective Product,Medium,7.5,1.0,2,Resolved
TKT-14018,17353,LOC_05,2010-01-01,General Enquiry,High,2.2,1.0,,Resolved
