ticket_id,customer_id,location_id,ticket_date,issue_category,priority,resolution_days,sla_breached,csat_score,status,is_abandoned,csat_responded
TKT-12850,17957,LOC_07,2011-10-23,Refund,Low,6.1,1,,Resolved,False,False
TKT-12851,18250,LOC_08,2011-04-05,General Enquiry,High,2.0,0,5.0,Resolved,False,True
TKT-12852,12622,LOC_07,2011-03-07,Billing,Medium,13.4,1,1.0,Resolved,False,True
TKT-12853,12369,LOC_02,2011-11-17,General Enquiry,Critical,2.1,1,3.0,Resolved,False,True
TKT-12854,17014,LOC_02,2011-03-05,Product Defect,Low,6.9,1,1.0,Escalated,False,True
TKT-12855,15972,LOC_03,2010-11-09,Account Access,Medium,3.2,1,4.0,Resolved,False,True
TKT-12856,12353,LOC_06,2011-03-11,Account Access,Low,2.3,1,3.0,Open,False,True
TKT-12857,13307,LOC_04,2011-10-03,Billing,Low,9.5,1,2.0,Resolved,False,True
TKT-12858,16629,LOC_08,2010-12-05,Billing,Medium,6.7,1,1.0,Resolved,False,True
TKT-12859,12529,LOC_01,2010-02-26,Billing,Critical,9.2,1,1.0,Resolved,False,True
TKT-12860,14441,LOC_02,2011-05-20,Delivery,Low,6.7,1,3.0,Resolved,False,True
TKT-12861,17345,LOC_02,2011-11-20,General Enquiry,Low,2.0,0,4.0,Resolved,False,True
TKT-12862,14021,LOC_07,2011-11-16,Billing,Critical,10.2,1,,Resolved,False,False
TKT-12863,12714,LOC_04,2010-11-19,General Enquiry,High,1.7,0,4.0,Resolved,False,True
TKT-12864,15368,LOC_01,2010-07-13,Refund,Medium,4.4,1,4.0,Resolved,False,True
TKT-12865,13380,LOC_07,2010-07-18,Billing,Medium,6.7,1,2.0,Resolved,False,True
TKT-12866,16249,LOC_03,2011-10-11,Billing,High,8.4,1,3.0,Resolved,False,True
TKT-12867,14647,LOC_02,2010-04-15,Refund,Medium,,1,,Resolved,True,False
TKT-12868,13938,LOC_02,2010-10-14,Refund,Medium,3.1,1,3.0,Resolved,False,True
TKT-12869,13902,LOC_08,2011-03-19,Billing,High,5.3,1,2.0,Resolved,False,True
TKT-12870,12677,LOC_08,2010-02-18,General Enquiry,Medium,1.6,0,4.0,Resolved,False,True
TKT-12871,14091,LOC_01,2010-10-18,Billing,Low,5.9,1,2.0,Resolved,False,True
TKT-12872,17820,LOC_02,2010-01-20,Product Defect,Medium,6.2,1,,Open,False,False
TKT-12873,18143,LOC_05,2011-10-05,Product Defect,Low,4.2,1,,Resolved,False,False
TKT-12874,13462,LOC_06,2011-08-10,General Enquiry,Medium,,1,,Resolved,True,False
TKT-12875,17740,LOC_03,2010-11-21,Billing,Medium,13.3,1,3.0,Resolved,False,True
TKT-12876,13845,LOC_05,2011-10-22,Billing,Low,4.1,1,3.0,Open,False,True
TKT-12877,13906,LOC_06,2011-01-12,Billing,High,4.5,1,3.0,Resolved,False,True
TKT-12878,16294,LOC_08,2010-07-17,Billing,Low,7.6,1,1.0,Resolved,False,True
TKT-12879,16154,LOC_06,2011-12-09,Refund,High,6.9,1,1.0,Resolved,False,True
TKT-12880,15682,LOC_01,2011-01-03,Delivery,High,3.5,1,,Resolved,False,False
TKT-12881,14053,LOC_06,2010-03-20,Refund,Low,7.7,1,,Escalated,False,False
TKT-12882,18272,LOC_01,2010-06-12,Account Access,Medium,2.7,1,2.0,Resolved,False,True
TKT-12883,16782,LOC_04,2010-12-04,Product Defect,Medium,4.6,1,,Resolved,False,False
TKT-12884,15741,LOC_04,2011-11-23,Account Access,High,1.0,0,,Resolved,False,False
TKT-12885,18275,LOC_07,2011-01-19,Account Access,Medium,4.9,1,3.0,Escalated,False,True
TKT-12886,14902,LOC_01,2011-02-05,Delivery,Low,5.3,1,,Open,False,False
TKT-12887,16738,LOC_07,2010-12-24,Billing,Medium,11.6,1,2.0,Resolved,False,True
TKT-12888,16436,LOC_06,2011-10-13,Billing,Medium,5.9,1,,Escalated,False,False
TKT-12889,18201,LOC_01,2010-09-02,Account Access,Low,2.1,1,3.0,Resolved,False,True
TKT-12890,15323,LOC_02,2010-06-25,Product Defect,Low,3.7,1,,Resolved,False,False
TKT-12891,15980,LOC_01,2010-12-14,Account Access,High,4.3,1,3.0,Resolved,False,True
TKT-12892,14687,LOC_07,2010-03-20,Refund,Medium,5.5,1,3.0,Resolved,False,True
TKT-12893,15194,LOC_02,2011-02-20,Billing,Medium,4.4,1,2.0,Resolved,False,True
TKT-12894,14486,LOC_01,2010-01-13,Account Access,High,2.6,1,2.0,Resolved,False,True
TKT-12895,18199,LOC_01,2010-08-03,Refund,Critical,6.4,1,2.0,Resolved,False,True
TKT-12896,17500,LOC_05,2011-07-22,Delivery,Critical,,1,,Escalated,True,False
TKT-12897,16018,LOC_04,2011-02-18,Billing,Low,9.4,1,2.0,Resolved,False,True
TKT-12898,17716,LOC_02,2010-03-13,Billing,Medium,4.3,1,,Resolved,False,False
TKT-12899,12854,LOC_08,2011-03-26,Billing,Medium,5.8,1,1.0,Open,False,True
TKT-12900,14183,LOC_07,2011-12-16,Refund,Medium,14.5,1,1.0,Open,False,True
TKT-12901,16395,LOC_03,2010-11-07,Account Access,Low,4.3,1,3.0,Open,False,True
TKT-12902,13868,LOC_04,2011-02-17,Refund,Critical,5.4,1,1.0,Resolved,False,True
TKT-12903,13155,LOC_04,2010-01-19,Delivery,High,2.2,1,3.0,Resolved,False,True
TKT-12904,17017,LOC_07,2010-11-02,Product Defect,Low,9.5,1,3.0,Resolved,False,True
TKT-12905,13765,LOC_03,2011-11-17,Account Access,Low,6.1,1,2.0,Resolved,False,True
TKT-12906,18095,LOC_04,2011-07-08,Refund,Low,5.9,1,2.0,Resolved,False,True
TKT-12907,13525,LOC_03,2011-08-23,Account Access,Medium,5.0,1,2.0,Resolved,False,True
TKT-12908,15061,LOC_07,2010-06-14,Delivery,High,5.2,1,2.0,Resolved,False,True
TKT-12909,12992,LOC_05,2010-01-04,Billing,Medium,7.0,1,1.0,Resolved,False,True
TKT-12910,16007,LOC_07,2010-11-23,Delivery,Medium,4.3,1,3.0,Open,False,True
TKT-12911,12542,LOC_01,2011-11-08,Delivery,Low,5.5,1,1.0,Resolved,False,True
TKT-12912,14103,LOC_08,2010-12-13,General Enquiry,Critical,0.5,0,5.0,Resolved,False,True
TKT-12913,12770,LOC_07,2010-06-17,Delivery,Low,9.2,1,2.0,Resolved,False,True
TKT-12914,13772,LOC_07,2010-10-20,Account Access,Critical,7.7,1,,Resolved,False,False
TKT-12915,17836,LOC_01,2010-05-24,Refund,Medium,5.2,1,1.0,Open,False,True
TKT-12916,15431,LOC_02,2011-12-12,Billing,Medium,,1,,Resolved,True,False
TKT-12917,12884,LOC_08,2011-02-15,Product Defect,Medium,6.9,1,,Resolved,False,False
TKT-12918,13186,LOC_08,2011-09-06,Product Defect,Low,5.2,1,3.0,Resolved,False,True
TKT-12919,14300,LOC_02,2010-04-11,Delivery,High,4.5,1,3.0,Resolved,False,True
TKT-12920,14735,LOC_03,2011-02-27,Delivery,Critical,6.3,1,2.0,Resolved,False,True
TKT-12921,13870,LOC_02,2011-03-10,Delivery,Low,3.3,1,3.0,Resolved,False,True
TKT-12922,17067,LOC_02,2010-12-24,Refund,Low,7.1,1,1.0,Escalated,False,True
TKT-12923,16668,LOC_02,2011-04-10,Refund,Medium,3.9,1,3.0,Resolved,False,True
TKT-12924,15738,LOC_01,2011-09-11,Product Defect,Medium,4.5,1,,Resolved,False,False
TKT-12925,17574,LOC_05,2011-12-18,General Enquiry,Low,2.1,1,2.0,Resolved,False,True
TKT-12926,14733,LOC_02,2010-08-22,Account Access,Medium,2.5,1,,Escalated,False,False
TKT-12927,13562,LOC_08,2011-07-15,General Enquiry,Low,2.6,1,,Resolved,False,False
TKT-12928,18248,LOC_04,2010-12-25,Product Defect,Critical,,1,,Resolved,True,False
TKT-12929,17584,LOC_03,2010-06-13,Billing,High,13.5,1,1.0,Resolved,False,True
TKT-12930,15820,LOC_08,2011-05-21,Refund,Low,6.2,1,1.0,Resolved,False,True
TKT-12931,17795,LOC_05,2011-12-01,Account Access,Critical,2.1,1,3.0,Resolved,False,True
TKT-12932,16777,LOC_01,2010-05-16,Refund,Low,9.0,1,,Open,False,False
TKT-12933,15346,LOC_04,2011-10-11,Refund,High,7.9,1,2.0,Resolved,False,True
TKT-12934,15250,LOC_03,2011-05-25,General Enquiry,Medium,2.2,1,4.0,Resolved,False,True
TKT-12935,17551,LOC_07,2011-04-19,Delivery,Medium,10.9,1,2.0,Resolved,False,True
TKT-12936,14699,LOC_06,2011-07-24,Account Access,Critical,2.8,1,,Resolved,False,False
TKT-12937,12397,LOC_03,2011-10-25,Product Defect,Medium,7.1,1,,Resolved,False,False
TKT-12938,16983,LOC_04,2011-10-11,Product Defect,High,4.2,1,,Resolved,False,False
TKT-12939,16287,LOC_04,2011-07-07,Billing,High,4.1,1,2.0,Resolved,False,True
TKT-12940,16765,LOC_03,2010-02-24,Account Access,Medium,3.9,1,2.0,Resolved,False,True
TKT-12941,12792,LOC_01,2011-10-18,Account Access,Medium,1.8,0,5.0,Resolved,False,True
TKT-12942,15764,LOC_08,2010-01-23,Product Defect,Low,6.7,1,3.0,Resolved,False,True
TKT-12943,17301,LOC_06,2010-12-19,Account Access,Low,2.4,1,3.0,Resolved,False,True
TKT-12944,17374,LOC_04,2011-06-17,Refund,Medium,4.0,1,4.0,Resolved,False,True
TKT-12945,16272,LOC_05,2010-12-03,Delivery,Medium,5.1,1,2.0,Resolved,False,True
TKT-12946,16196,LOC_02,2010-11-13,General Enquiry,Low,2.9,1,3.0,Escalated,False,True
TKT-12947,17220,LOC_04,2011-06-27,Refund,Critical,8.7,1,,Resolved,False,False
TKT-12948,15653,LOC_07,2010-01-15,General Enquiry,High,4.5,1,3.0,Resolved,False,True
TKT-12949,15515,LOC_04,2011-11-25,Delivery,Medium,4.7,1,2.0,Resolved,False,True
TKT-12950,13256,LOC_04,2011-01-25,General Enquiry,High,1.3,0,4.0,Resolved,False,True
TKT-12951,14223,LOC_04,2011-07-18,Delivery,Low,2.8,1,3.0,Resolved,False,True
TKT-12952,17583,LOC_07,2010-06-27,Billing,Low,13.2,1,2.0,Resolved,False,True
TKT-12953,17458,LOC_07,2010-01-09,Billing,Critical,12.4,1,3.0,Resolved,False,True
TKT-12954,16622,LOC_07,2010-07-10,Billing,Medium,8.8,1,3.0,Open,False,True
TKT-12955,17064,LOC_02,2010-12-27,Delivery,High,2.1,1,3.0,Resolved,False,True
TKT-12956,17807,LOC_05,2011-12-02,Billing,High,7.2,1,2.0,Resolved,False,True
TKT-12957,13484,LOC_07,2011-05-10,Billing,Low,7.6,1,,Resolved,False,False
TKT-12958,16992,LOC_05,2010-12-01,General Enquiry,High,2.2,1,3.0,Resolved,False,True
TKT-12959,17097,LOC_07,2010-12-16,Account Access,Medium,8.5,1,1.0,Resolved,False,True
TKT-12960,13481,LOC_07,2011-11-25,Account Access,High,,1,,Resolved,True,False
TKT-12961,15345,LOC_02,2010-08-07,Product Defect,Medium,4.6,1,3.0,Open,False,True
TKT-12962,12396,LOC_03,2010-12-09,Product Defect,High,,1,,Resolved,True,False
TKT-12963,12731,LOC_05,2010-11-04,Product Defect,Critical,3.7,1,3.0,Resolved,False,True
TKT-12964,16085,LOC_03,2011-07-17,Delivery,Medium,8.2,1,2.0,Resolved,False,True
TKT-12965,13977,LOC_08,2010-12-18,Refund,Medium,7.4,1,2.0,Resolved,False,True
TKT-12966,15343,LOC_02,2010-08-06,Billing,Medium,,1,,Resolved,True,False
TKT-12967,15640,LOC_03,2010-09-03,Refund,Medium,11.9,1,3.0,Resolved,False,True
TKT-12968,17525,LOC_08,2010-11-22,Product Defect,High,4.0,1,,Escalated,False,False
TKT-12969,13521,LOC_02,2010-11-22,Account Access,Low,1.7,0,5.0,Resolved,False,True
TKT-12970,12524,LOC_03,2011-04-14,General Enquiry,Critical,3.1,1,3.0,Resolved,False,True
TKT-12971,18274,LOC_03,2011-12-05,General Enquiry,High,,1,,Escalated,True,False
TKT-12972,14120,LOC_07,2010-12-08,Account Access,Low,3.6,1,3.0,Open,False,True
TKT-12973,14350,LOC_03,2010-07-04,Product Defect,Medium,12.8,1,1.0,Escalated,False,True
TKT-12974,13910,LOC_02,2010-08-08,Delivery,Low,6.2,1,1.0,Escalated,False,True
TKT-12975,12681,LOC_08,2011-03-23,Refund,Low,,1,,Open,True,False
TKT-12976,16226,LOC_03,2011-11-13,Delivery,Medium,8.4,1,2.0,Resolved,False,True
TKT-12977,15066,LOC_07,2010-01-11,Billing,Low,15.4,1,,Escalated,False,False
TKT-12978,16876,LOC_03,2011-11-09,Refund,Medium,14.7,1,2.0,Resolved,False,True
TKT-12979,14646,LOC_02,2010-12-27,Delivery,High,3.9,1,2.0,Escalated,False,True
TKT-12980,15630,LOC_07,2011-02-23,General Enquiry,Medium,3.1,1,2.0,Resolved,False,True
TKT-12981,16333,LOC_01,2011-11-12,Refund,Medium,,1,,Resolved,True,False
TKT-12982,16090,LOC_03,2010-12-17,Refund,Low,10.5,1,1.0,Resolved,False,True
TKT-12983,16183,LOC_07,2010-08-01,Account Access,High,2.8,1,2.0,Resolved,False,True
TKT-12984,17191,LOC_04,2011-11-10,Delivery,Critical,4.2,1,4.0,Resolved,False,True
TKT-12985,15025,LOC_06,2011-03-21,General Enquiry,High,1.8,0,3.0,Resolved,False,True
TKT-12986,16138,LOC_01,2011-05-25,Delivery,Low,4.6,1,2.0,Resolved,False,True
TKT-12987,12693,LOC_07,2010-06-14,General Enquiry,Medium,2.6,1,3.0,Resolved,False,True
TKT-12988,15000,LOC_02,2011-06-03,General Enquiry,Low,2.8,1,3.0,Resolved,False,True
TKT-12989,16609,LOC_07,2011-05-16,Billing,Medium,14.9,1,3.0,Resolved,False,True
TKT-12990,13453,LOC_05,2011-01-08,Refund,High,6.0,1,2.0,Open,False,True
TKT-12991,12483,LOC_07,2010-03-03,Account Access,Critical,4.9,1,3.0,Open,False,True
TKT-12992,15656,LOC_02,2010-08-04,General Enquiry,Medium,2.1,1,3.0,Open,False,True
TKT-12993,14138,LOC_03,2010-01-12,Delivery,Medium,8.8,1,2.0,Open,False,True
TKT-12994,18115,LOC_07,2010-12-10,Refund,Low,8.8,1,1.0,Resolved,False,True
TKT-12995,13969,LOC_08,2011-11-12,Account Access,Low,3.7,1,3.0,Resolved,False,True
TKT-12996,13034,LOC_02,2010-11-17,Billing,Low,8.4,1,,Escalated,False,False
TKT-12997,13993,LOC_07,2010-07-10,General Enquiry,Low,1.4,0,4.0,Resolved,False,True
TKT-12998,12948,LOC_01,2011-02-19,Product Defect,Medium,5.7,1,1.0,Resolved,False,True
TKT-12999,13783,LOC_03,2010-07-16,Refund,Critical,6.1,1,2.0,Open,False,True
TKT-13000,14356,LOC_08,2010-10-09,Billing,Medium,,1,,Resolved,True,False
TKT-13001,13677,LOC_08,2010-04-03,Delivery,Medium,,1,,Resolved,True,False
TKT-13002,17730,LOC_03,2011-05-14,Product Defect,Medium,6.7,1,2.0,Open,False,True
TKT-13003,16558,LOC_02,2010-09-21,Delivery,Low,5.5,1,1.0,Resolved,False,True
TKT-13004,17775,LOC_01,2011-05-13,General Enquiry,Low,1.1,0,,Open,False,False
TKT-13005,15376,LOC_04,2011-07-02,Account Access,Low,4.3,1,3.0,Resolved,False,True
TKT-13006,14897,LOC_01,2010-05-01,General Enquiry,Medium,1.2,0,4.0,Resolved,False,True
TKT-13007,14795,LOC_03,2011-12-20,Product Defect,Low,8.8,1,1.0,Resolved,False,True
TKT-13008,14338,LOC_01,2011-05-19,Product Defect,Medium,5.7,1,,Resolved,False,False
TKT-13009,18127,LOC_02,2011-08-23,Account Access,Critical,1.6,0,3.0,Resolved,False,True
TKT-13010,16392,LOC_08,2011-03-09,Delivery,Low,3.3,1,4.0,Resolved,False,True
TKT-13011,13414,LOC_03,2010-01-08,Product Defect,High,10.8,1,3.0,Resolved,False,True
TKT-13012,12440,LOC_01,2010-12-13,Product Defect,Low,3.4,1,2.0,Resolved,False,True
TKT-13013,15484,LOC_05,2011-08-13,Refund,Medium,5.0,1,2.0,Resolved,False,True
TKT-13014,15266,LOC_08,2011-12-23,Refund,Low,6.1,1,1.0,Escalated,False,True
TKT-13015,16250,LOC_04,2011-11-01,Refund,Low,7.4,1,1.0,Resolved,False,True
TKT-13016,16217,LOC_05,2010-08-27,Product Defect,Low,4.9,1,,Resolved,False,False
TKT-13017,15258,LOC_08,2011-07-17,Delivery,Low,2.7,1,,Resolved,False,False
TKT-13018,12626,LOC_03,2011-12-23,General Enquiry,Critical,1.3,0,3.0,Resolved,False,True
TKT-13019,16869,LOC_06,2011-02-13,Account Access,Medium,4.0,1,3.0,Resolved,False,True
TKT-13020,13628,LOC_03,2010-05-06,Billing,Low,13.0,1,3.0,Resolved,False,True
TKT-13021,12838,LOC_08,2011-10-26,Product Defect,Low,3.4,1,4.0,Resolved,False,True
TKT-13022,15185,LOC_04,2011-06-10,Delivery,Medium,4.1,1,2.0,Resolved,False,True
TKT-13023,14019,LOC_07,2010-12-10,Refund,High,7.4,1,1.0,Resolved,False,True
TKT-13024,16680,LOC_04,2010-07-09,Product Defect,Critical,,1,,Resolved,True,False
TKT-13025,17745,LOC_06,2011-12-24,Billing,Medium,4.8,1,3.0,Open,False,True
TKT-13026,13326,LOC_03,2010-06-25,Account Access,Medium,6.1,1,2.0,Resolved,False,True
TKT-13027,15615,LOC_08,2011-09-18,Delivery,Low,6.2,1,3.0,Resolved,False,True
TKT-13028,18094,LOC_05,2011-11-20,Delivery,Low,3.3,1,3.0,Open,False,True
TKT-13029,16234,LOC_01,2011-04-10,Billing,High,6.9,1,,Escalated,False,False
TKT-13030,12689,LOC_01,2011-12-20,Account Access,High,1.5,0,4.0,Resolved,False,True
TKT-13031,12700,LOC_06,2010-10-17,Refund,High,5.6,1,2.0,Escalated,False,True
TKT-13032,14810,LOC_01,2011-03-08,Product Defect,Medium,5.7,1,1.0,Resolved,False,True
TKT-13033,17125,LOC_06,2011-01-22,Refund,Medium,8.4,1,,Resolved,False,False
TKT-13034,15499,LOC_03,2011-12-18,Delivery,High,9.2,1,3.0,Resolved,False,True
TKT-13035,18238,LOC_04,2011-06-19,Refund,Medium,7.4,1,2.0,Resolved,False,True
TKT-13036,16368,LOC_02,2010-08-05,Delivery,Medium,6.9,1,2.0,Resolved,False,True
TKT-13037,14917,LOC_02,2011-06-06,Billing,Medium,,1,,Resolved,True,False
TKT-13038,14331,LOC_03,2010-08-08,Refund,Medium,10.9,1,2.0,Open,False,True
TKT-13039,17409,LOC_06,2011-12-02,Delivery,High,2.5,1,3.0,Resolved,False,True
TKT-13040,12429,LOC_02,2010-09-03,Account Access,Medium,3.2,1,3.0,Resolved,False,True
TKT-13041,15885,LOC_03,2011-11-19,Product Defect,High,10.8,1,1.0,Resolved,False,True
TKT-13042,15104,LOC_02,2010-12-26,Delivery,Low,2.2,1,2.0,Resolved,False,True
TKT-13043,13561,LOC_07,2010-04-05,Refund,Medium,14.8,1,1.0,Resolved,False,True
TKT-13044,14305,LOC_05,2010-04-03,Billing,Medium,5.0,1,4.0,Resolved,False,True
TKT-13045,17267,LOC_04,2010-04-27,Account Access,High,4.0,1,2.0,Resolved,False,True
TKT-13046,17166,LOC_08,2011-10-14,Product Defect,Medium,5.0,1,2.0,Resolved,False,True
TKT-13047,12531,LOC_07,2010-02-18,Account Access,Medium,5.1,1,2.0,Resolved,False,True
TKT-13048,16829,LOC_08,2010-11-27,Billing,Low,9.4,1,2.0,Open,False,True
TKT-13049,14786,LOC_05,2010-11-17,Delivery,Medium,6.7,1,2.0,Resolved,False,True
TKT-13050,15075,LOC_01,2010-05-02,Billing,High,6.9,1,3.0,Resolved,False,True
TKT-13051,16663,LOC_06,2010-11-05,Billing,High,7.6,1,1.0,Resolved,False,True
TKT-13052,14505,LOC_02,2010-09-19,General Enquiry,High,2.4,1,,Resolved,False,False
TKT-13053,14056,LOC_03,2010-07-18,Account Access,Medium,3.6,1,3.0,Resolved,False,True
TKT-13054,13403,LOC_04,2011-02-19,Delivery,Low,5.2,1,2.0,Resolved,False,True
TKT-13055,17833,LOC_02,2010-11-01,Delivery,Medium,,1,,Resolved,True,False
TKT-13056,12764,LOC_01,2010-10-11,Delivery,Medium,3.4,1,3.0,Open,False,True
TKT-13057,14846,LOC_03,2010-06-25,Billing,Low,10.1,1,,Resolved,False,False
TKT-13058,15791,LOC_07,2010-11-16,Billing,Critical,9.7,1,2.0,Resolved,False,True
TKT-13059,12445,LOC_01,2011-01-23,Billing,Medium,7.3,1,1.0,Resolved,False,True
TKT-13060,16279,LOC_01,2011-05-09,Refund,High,,1,,Resolved,True,False
TKT-13061,14544,LOC_07,2011-10-18,Refund,Medium,11.8,1,3.0,Open,False,True
TKT-13062,13869,LOC_03,2011-11-04,Refund,Medium,13.3,1,3.0,Resolved,False,True
TKT-13063,17697,LOC_08,2010-12-24,Account Access,High,1.8,0,3.0,Resolved,False,True
TKT-13064,13335,LOC_03,2011-08-26,Delivery,Low,10.9,1,2.0,Resolved,False,True
TKT-13065,16276,LOC_07,2010-03-15,Delivery,Medium,,1,,Open,True,False
TKT-13066,13924,LOC_02,2010-06-20,Billing,High,,1,,Resolved,True,False
TKT-13067,16958,LOC_01,2010-05-15,Refund,High,5.0,1,2.0,Open,False,True
TKT-13068,15910,LOC_07,2010-12-23,General Enquiry,Medium,3.8,1,3.0,Resolved,False,True
TKT-13069,16310,LOC_08,2010-10-10,General Enquiry,High,1.3,0,4.0,Resolved,False,True
TKT-13070,15173,LOC_06,2011-11-01,Refund,Medium,5.3,1,2.0,Open,False,True
TKT-13071,14744,LOC_07,2011-11-19,Refund,Low,12.5,1,1.0,Escalated,False,True
TKT-13072,15310,LOC_01,2010-09-09,General Enquiry,Low,1.0,0,5.0,Resolved,False,True
TKT-13073,14385,LOC_07,2011-01-23,Product Defect,Medium,5.2,1,,Resolved,False,False
TKT-13074,17579,LOC_04,2010-11-24,General Enquiry,Medium,2.9,1,2.0,Resolved,False,True
TKT-13075,14863,LOC_04,2010-02-14,Product Defect,Low,3.7,1,4.0,Resolved,False,True
TKT-13076,15833,LOC_04,2010-09-27,Billing,Medium,9.3,1,2.0,Resolved,False,True
TKT-13077,17101,LOC_03,2010-02-18,General Enquiry,Medium,1.2,0,,Resolved,False,False
TKT-13078,14744,LOC_06,2010-02-18,Billing,Medium,4.0,1,4.0,Resolved,False,True
TKT-13079,13732,LOC_03,2010-11-15,Account Access,Low,3.0,1,4.0,Resolved,False,True
TKT-13080,17655,LOC_05,2010-01-16,Delivery,Critical,5.3,1,1.0,Resolved,False,True
TKT-13081,16542,LOC_01,2011-01-20,General Enquiry,Medium,1.9,0,,Resolved,False,False
TKT-13082,15261,LOC_06,2011-03-14,Delivery,Medium,3.8,1,4.0,Escalated,False,True
TKT-13083,17842,LOC_02,2010-01-17,Billing,Medium,5.9,1,,Resolved,False,False
TKT-13084,16030,LOC_02,2010-03-04,Product Defect,High,3.3,1,2.0,Resolved,False,True
TKT-13085,14227,LOC_01,2010-08-14,Product Defect,Medium,7.3,1,2.0,Open,False,True
TKT-13086,12938,LOC_01,2011-12-15,Account Access,Medium,2.8,1,3.0,Resolved,False,True
TKT-13087,15137,LOC_02,2010-03-19,Account Access,Critical,3.3,1,3.0,Escalated,False,True
TKT-13088,15209,LOC_02,2010-05-11,Delivery,High,4.9,1,2.0,Resolved,False,True
TKT-13089,12848,LOC_03,2011-12-13,Delivery,Low,11.6,1,2.0,Open,False,True
TKT-13090,15384,LOC_01,2011-07-14,Refund,High,6.8,1,2.0,Open,False,True
TKT-13091,15906,LOC_08,2010-06-10,Refund,High,4.9,1,3.0,Escalated,False,True
TKT-13092,12534,LOC_01,2011-05-13,General Enquiry,Low,2.7,1,2.0,Resolved,False,True
TKT-13093,13826,LOC_06,2010-12-03,Product Defect,Critical,6.7,1,1.0,Resolved,False,True
TKT-13094,12887,LOC_04,2011-12-17,General Enquiry,Low,0.5,0,,Open,False,False
TKT-13095,16280,LOC_05,2010-12-17,Delivery,Critical,2.1,1,,Resolved,False,False
TKT-13096,16032,LOC_01,2010-04-24,General Enquiry,Medium,2.2,1,3.0,Resolved,False,True
TKT-13097,17717,LOC_02,2010-08-26,Delivery,Medium,5.8,1,2.0,Resolved,False,True
TKT-13098,17488,LOC_07,2011-06-19,Account Access,High,6.3,1,2.0,Resolved,False,True
TKT-13099,13823,LOC_04,2010-11-21,Refund,Medium,6.7,1,2.0,Resolved,False,True
TKT-13100,12783,LOC_04,2010-02-02,General Enquiry,High,1.8,0,4.0,Resolved,False,True
TKT-13101,14157,LOC_04,2011-08-16,Delivery,High,5.7,1,,Resolved,False,False
TKT-13102,18196,LOC_03,2010-11-02,Account Access,Medium,,1,,Resolved,True,False
TKT-13103,13982,LOC_07,2010-01-18,Account Access,Medium,5.2,1,2.0,Resolved,False,True
TKT-13104,12580,LOC_07,2010-10-05,Account Access,High,3.1,1,,Resolved,False,False
TKT-13105,16290,LOC_03,2010-04-04,Refund,High,6.6,1,1.0,Resolved,False,True
TKT-13106,14044,LOC_07,2011-09-18,Refund,Low,7.2,1,3.0,Resolved,False,True
TKT-13107,15135,LOC_04,2010-12-11,Billing,Medium,6.1,1,3.0,Resolved,False,True
TKT-13108,13167,LOC_05,2011-01-27,Delivery,Critical,4.0,1,4.0,Open,False,True
TKT-13109,15195,LOC_07,2010-05-22,Delivery,Medium,7.7,1,2.0,Resolved,False,True
TKT-13110,17623,LOC_04,2010-01-14,Account Access,Medium,3.3,1,3.0,Resolved,False,True
TKT-13111,13976,LOC_07,2010-06-11,Billing,Low,9.8,1,2.0,Escalated,False,True
TKT-13112,15097,LOC_05,2011-12-18,Delivery,Critical,7.0,1,2.0,Resolved,False,True
TKT-13113,15062,LOC_03,2010-02-04,General Enquiry,Medium,3.6,1,3.0,Open,False,True
TKT-13114,17696,LOC_07,2011-01-15,Account Access,Low,,1,,Open,True,False
TKT-13115,16220,LOC_01,2010-02-03,Account Access,Critical,1.7,0,5.0,Open,False,True
TKT-13116,13689,LOC_05,2010-10-22,Product Defect,Medium,3.8,1,3.0,Resolved,False,True
TKT-13117,13947,LOC_01,2010-11-15,Account Access,Low,,1,,Resolved,True,False
TKT-13118,14385,LOC_02,2010-03-27,Refund,Low,8.6,1,,Open,False,False
TKT-13119,14155,LOC_05,2011-08-09,Billing,Critical,9.4,1,1.0,Resolved,False,True
TKT-13120,15235,LOC_03,2011-10-20,Refund,Medium,6.4,1,2.0,Escalated,False,True
TKT-13121,16390,LOC_02,2011-11-20,Product Defect,Medium,4.3,1,4.0,Resolved,False,True
TKT-13122,13759,LOC_08,2011-06-18,Billing,Medium,6.7,1,3.0,Resolved,False,True
TKT-13123,17781,LOC_03,2010-12-10,Delivery,High,11.1,1,2.0,Resolved,False,True
TKT-13124,15457,LOC_05,2011-10-12,General Enquiry,Medium,2.8,1,2.0,Resolved,False,True
TKT-13125,12535,LOC_04,2010-04-13,Account Access,Medium,1.5,0,5.0,Resolved,False,True
TKT-13126,15899,LOC_01,2010-05-19,General Enquiry,High,1.7,0,5.0,Resolved,False,True
TKT-13127,15132,LOC_06,2011-08-02,Account Access,Medium,3.6,1,3.0,Resolved,False,True
TKT-13128,13148,LOC_04,2010-10-09,Refund,High,3.9,1,,Resolved,False,False
TKT-13129,16513,LOC_03,2010-05-26,Billing,Critical,15.0,1,1.0,Resolved,False,True
TKT-13130,17101,LOC_01,2011-09-19,Billing,Critical,8.6,1,3.0,Resolved,False,True
TKT-13131,12927,LOC_03,2011-03-12,Delivery,Medium,3.0,1,3.0,Open,False,True
TKT-13132,12588,LOC_07,2010-05-26,Delivery,Low,10.6,1,1.0,Resolved,False,True
